table_name,field_name,field_value,language,translation
stops,stop_name,四ツ谷,ja,四ツ谷
stops,stop_name,四ツ谷,en,Yotsuya
stops,stop_name,新宿,ja,新宿
stops,stop_name,新宿,en,Shinjuku
stops,stop_name,中野,ja,中野
stops,stop_name,中野,en,Nakano
stops,stop_name,高円寺,ja,高円寺
stops,stop_name,高円寺,en,Koenji
stops,stop_name,阿佐ケ谷,ja,阿佐ケ谷
stops,stop_name,阿佐ケ谷,en,Asagaya
stops,stop_name,荻窪,ja,荻窪
stops,stop_name,荻窪,en,Ogikubo
stops,stop_name,西荻窪,ja,西荻窪
stops,stop_name,西荻窪,en,Nishi-Ogikubo
stops,stop_name,吉祥寺,ja,吉祥寺
stops,stop_name,吉祥寺,en,Kichijoji
stops,stop_name,三鷹,ja,三鷹
stops,stop_name,三鷹,en,Mitaka
stops,stop_name,武蔵境,ja,武蔵境
stops,stop_name,武蔵境,en,Musashi-Sakai
stops,stop_name,東小金井,ja,東小金井
stops,stop_name,東小金井,en,Higashi-Koganei
stops,stop_name,武蔵小金井,ja,武蔵小金井
stops,stop_name,武蔵小金井,en,Musashi-Koganei
stops,stop_name,国分寺,ja,国分寺
stops,stop_name,国分寺,en,Kokubunji
stops,stop_name,西国分寺,ja,西国分寺
stops,stop_name,西国分寺,en,Nishi-Kokubunji
stops,stop_name,国立,ja,国立
stops,stop_name,国立,en,Kunitachi
stops,stop_name,立川,ja,立川
stops,stop_name,立川,en,Tachikawa
stops,stop_name,日野,ja,日野
stops,stop_name,日野,en,Hino
stops,stop_name,豊田,ja,豊田
stops,stop_name,豊田,en,Toyoda
stops,stop_name,八王子,ja,八王子
stops,stop_name,八王子,en,Hachioji
stops,stop_name,西八王子,ja,西八王子
stops,stop_name,西八王子,en,Nishi-Hachioji
stops,stop_name,高尾,ja,高尾
stops,stop_name,高尾,en,Takao
stops,stop_name,千葉,ja,千葉
stops,stop_name,千葉,en,Chiba
stops,stop_name,西千葉,ja,西千葉
stops,stop_name,西千葉,en,Nishi-Chiba
stops,stop_name,稲毛,ja,稲毛
stops,stop_name,稲毛,en,Inage
stops,stop_name,新検見川,ja,新検見川
stops,stop_name,新検見川,en,Shin-Kemigawa
stops,stop_name,幕張,ja,幕張
stops,stop_name,幕張,en,Makuhari
stops,stop_name,幕張本郷,ja,幕張本郷
stops,stop_name,幕張本郷,en,Makuharihongo
stops,stop_name,津田沼,ja,津田沼
stops,stop_name,津田沼,en,Tsudanuma
stops,stop_name,東船橋,ja,東船橋
stops,stop_name,東船橋,en,Higashi-Funabashi
stops,stop_name,船橋,ja,船橋
stops,stop_name,船橋,en,Funabashi
stops,stop_name,西船橋,ja,西船橋
stops,stop_name,西船橋,en,Nishi-Funabashi
stops,stop_name,下総中山,ja,下総中山
stops,stop_name,下総中山,en,Shimosa-Nakayama
stops,stop_name,本八幡,ja,本八幡
stops,stop_name,本八幡,en,Moto-Yawata
stops,stop_name,市川,ja,市川
stops,stop_name,市川,en,Ichikawa
stops,stop_name,小岩,ja,小岩
stops,stop_name,小岩,en,Koiwa
stops,stop_name,新小岩,ja,新小岩
stops,stop_name,新小岩,en,Shin-Koiwa
stops,stop_name,平井,ja,平井
stops,stop_name,平井,en,Hirai
stops,stop_name,亀戸,ja,亀戸
stops,stop_name,亀戸,en,Kameido
stops,stop_name,錦糸町,ja,錦糸町
stops,stop_name,錦糸町,en,Kinshicho
stops,stop_name,両国,ja,両国
stops,stop_name,両国,en,Ryogoku
stops,stop_name,浅草橋,ja,浅草橋
stops,stop_name,浅草橋,en,Asakusabashi
stops,stop_name,秋葉原,ja,秋葉原
stops,stop_name,秋葉原,en,Akihabara
stops,stop_name,水道橋,ja,水道橋
stops,stop_name,水道橋,en,Suidobashi
stops,stop_name,飯田橋,ja,飯田橋
stops,stop_name,飯田橋,en,Iidabashi
stops,stop_name,市ケ谷,ja,市ケ谷
stops,stop_name,市ケ谷,en,Ichigaya
stops,stop_name,信濃町,ja,信濃町
stops,stop_name,信濃町,en,Shinanomachi
stops,stop_name,千駄ケ谷,ja,千駄ケ谷
stops,stop_name,千駄ケ谷,en,Sendagaya
stops,stop_name,代々木,ja,代々木
stops,stop_name,代々木,en,Yoyogi
stops,stop_name,大久保,ja,大久保
stops,stop_name,大久保,en,Okubo
stops,stop_name,東中野,ja,東中野
stops,stop_name,東中野,en,Higashi-Nakano
stops,stop_name,北八王子,ja,北八王子
stops,stop_name,北八王子,en,Kita-Hachioji
stops,stop_name,小宮,ja,小宮
stops,stop_name,小宮,en,Komiya
stops,stop_name,拝島,ja,拝島
stops,stop_name,拝島,en,Haijima
stops,stop_name,東福生,ja,東福生
stops,stop_name,東福生,en,Higashi-Fussa
stops,stop_name,箱根ケ崎,ja,箱根ケ崎
stops,stop_name,箱根ケ崎,en,Hakonegasaki
stops,stop_name,金子,ja,金子
stops,stop_name,金子,en,Kaneko
stops,stop_name,東飯能,ja,東飯能
stops,stop_name,東飯能,en,Higashi-Hanno
stops,stop_name,高麗川,ja,高麗川
stops,stop_name,高麗川,en,Komagawa
stops,stop_name,毛呂,ja,毛呂
stops,stop_name,毛呂,en,Moro
stops,stop_name,越生,ja,越生
stops,stop_name,越生,en,Ogose
stops,stop_name,明覚,ja,明覚
stops,stop_name,明覚,en,Myokaku
stops,stop_name,小川町,ja,小川町
stops,stop_name,小川町,en,Ogawamachi
stops,stop_name,竹沢,ja,竹沢
stops,stop_name,竹沢,en,Takezawa
stops,stop_name,折原,ja,折原
stops,stop_name,折原,en,Orihara
stops,stop_name,寄居,ja,寄居
stops,stop_name,寄居,en,Yorii
stops,stop_name,用土,ja,用土
stops,stop_name,用土,en,Yodo
stops,stop_name,松久,ja,松久
stops,stop_name,松久,en,Matsuhisa
stops,stop_name,児玉,ja,児玉
stops,stop_name,児玉,en,Kodama
stops,stop_name,丹荘,ja,丹荘
stops,stop_name,丹荘,en,Tansho
stops,stop_name,群馬藤岡,ja,群馬藤岡
stops,stop_name,群馬藤岡,en,Gumma-Fujioka
stops,stop_name,北藤岡,ja,北藤岡
stops,stop_name,北藤岡,en,Kita-Fujioka
stops,stop_name,倉賀野,ja,倉賀野
stops,stop_name,倉賀野,en,Kuragano
stops,stop_name,高崎,ja,高崎
stops,stop_name,高崎,en,Takasaki
stops,stop_name,熱海,ja,熱海
stops,stop_name,熱海,en,Atami
stops,stop_name,来宮,ja,来宮
stops,stop_name,来宮,en,Kinomiya
stops,stop_name,伊豆多賀,ja,伊豆多賀
stops,stop_name,伊豆多賀,en,Izu-Taga
stops,stop_name,網代,ja,網代
stops,stop_name,網代,en,Ajiro
stops,stop_name,宇佐美,ja,宇佐美
stops,stop_name,宇佐美,en,Usami
stops,stop_name,伊東,ja,伊東
stops,stop_name,伊東,en,Ito
stops,stop_name,熊川,ja,熊川
stops,stop_name,熊川,en,Kumagawa
stops,stop_name,東秋留,ja,東秋留
stops,stop_name,東秋留,en,Higashi-Akiru
stops,stop_name,秋川,ja,秋川
stops,stop_name,秋川,en,Akigawa
stops,stop_name,武蔵引田,ja,武蔵引田
stops,stop_name,武蔵引田,en,Musashi-Hikida
stops,stop_name,武蔵増戸,ja,武蔵増戸
stops,stop_name,武蔵増戸,en,Musashi-Masuko
stops,stop_name,武蔵五日市,ja,武蔵五日市
stops,stop_name,武蔵五日市,en,Musashi-Itsukaichi
stops,stop_name,取手,ja,取手
stops,stop_name,取手,en,Toride
stops,stop_name,藤代,ja,藤代
stops,stop_name,藤代,en,Fujishiro
stops,stop_name,龍ケ崎市,ja,龍ケ崎市
stops,stop_name,龍ケ崎市,en,Ryugasakishi
stops,stop_name,牛久,ja,牛久
stops,stop_name,牛久,en,Ushiku
stops,stop_name,ひたち野うしく,ja,ひたち野うしく
stops,stop_name,ひたち野うしく,en,Hitachinoushiku
stops,stop_name,荒川沖,ja,荒川沖
stops,stop_name,荒川沖,en,Arakawaoki
stops,stop_name,土浦,ja,土浦
stops,stop_name,土浦,en,Tsuchiura
stops,stop_name,神立,ja,神立
stops,stop_name,神立,en,Kandatsu
stops,stop_name,高浜,ja,高浜
stops,stop_name,高浜,en,Takahama
stops,stop_name,石岡,ja,石岡
stops,stop_name,石岡,en,Ishioka
stops,stop_name,羽鳥,ja,羽鳥
stops,stop_name,羽鳥,en,Hatori
stops,stop_name,岩間,ja,岩間
stops,stop_name,岩間,en,Iwama
stops,stop_name,友部,ja,友部
stops,stop_name,友部,en,Tomobe
stops,stop_name,内原,ja,内原
stops,stop_name,内原,en,Uchihara
stops,stop_name,赤塚,ja,赤塚
stops,stop_name,赤塚,en,Akatsuka
stops,stop_name,偕楽園,ja,偕楽園
stops,stop_name,偕楽園,en,Kairakuen
stops,stop_name,水戸,ja,水戸
stops,stop_name,水戸,en,Mito
stops,stop_name,勝田,ja,勝田
stops,stop_name,勝田,en,Katsuta
stops,stop_name,佐和,ja,佐和
stops,stop_name,佐和,en,Sawa
stops,stop_name,東海,ja,東海
stops,stop_name,東海,en,Tokai
stops,stop_name,大甕,ja,大甕
stops,stop_name,大甕,en,Omika
stops,stop_name,常陸多賀,ja,常陸多賀
stops,stop_name,常陸多賀,en,Hitachi-Taga
stops,stop_name,日立,ja,日立
stops,stop_name,日立,en,Hitachi
stops,stop_name,小木津,ja,小木津
stops,stop_name,小木津,en,Ogitsu
stops,stop_name,十王,ja,十王
stops,stop_name,十王,en,Juo
stops,stop_name,高萩,ja,高萩
stops,stop_name,高萩,en,Takahagi
stops,stop_name,南中郷,ja,南中郷
stops,stop_name,南中郷,en,Minami-Nakago
stops,stop_name,磯原,ja,磯原
stops,stop_name,磯原,en,Isohara
stops,stop_name,大津港,ja,大津港
stops,stop_name,大津港,en,Otsuko
stops,stop_name,勿来,ja,勿来
stops,stop_name,勿来,en,Nakoso
stops,stop_name,植田,ja,植田
stops,stop_name,植田,en,Ueda
stops,stop_name,泉,ja,泉
stops,stop_name,泉,en,Izumi
stops,stop_name,湯本,ja,湯本
stops,stop_name,湯本,en,Yumoto
stops,stop_name,内郷,ja,内郷
stops,stop_name,内郷,en,Uchigo
stops,stop_name,いわき,ja,いわき
stops,stop_name,いわき,en,Iwaki
stops,stop_name,草野,ja,草野
stops,stop_name,草野,en,Kusano
stops,stop_name,四ツ倉,ja,四ツ倉
stops,stop_name,四ツ倉,en,Yotsukura
stops,stop_name,久ノ浜,ja,久ノ浜
stops,stop_name,久ノ浜,en,Hisanohama
stops,stop_name,末続,ja,末続
stops,stop_name,末続,en,Suetsugi
stops,stop_name,広野,ja,広野
stops,stop_name,広野,en,Hirono
stops,stop_name,Ｊヴィレッジ,ja,Ｊヴィレッジ
stops,stop_name,Ｊヴィレッジ,en,J-Village
stops,stop_name,木戸,ja,木戸
stops,stop_name,木戸,en,Kido
stops,stop_name,竜田,ja,竜田
stops,stop_name,竜田,en,Tatsuta
stops,stop_name,富岡,ja,富岡
stops,stop_name,富岡,en,Tomioka
stops,stop_name,夜ノ森,ja,夜ノ森
stops,stop_name,夜ノ森,en,Yonomori
stops,stop_name,大野,ja,大野
stops,stop_name,大野,en,Ono
stops,stop_name,双葉,ja,双葉
stops,stop_name,双葉,en,Futaba
stops,stop_name,浪江,ja,浪江
stops,stop_name,浪江,en,Namie
stops,stop_name,桃内,ja,桃内
stops,stop_name,桃内,en,Momouchi
stops,stop_name,小高,ja,小高
stops,stop_name,小高,en,Odaka
stops,stop_name,磐城太田,ja,磐城太田
stops,stop_name,磐城太田,en,Iwaki-Ota
stops,stop_name,原ノ町,ja,原ノ町
stops,stop_name,原ノ町,en,Haranomachi
stops,stop_name,鹿島,ja,鹿島
stops,stop_name,鹿島,en,Kashima
stops,stop_name,日立木,ja,日立木
stops,stop_name,日立木,en,Nittaki
stops,stop_name,相馬,ja,相馬
stops,stop_name,相馬,en,Soma
stops,stop_name,駒ケ嶺,ja,駒ケ嶺
stops,stop_name,駒ケ嶺,en,Komagamine
stops,stop_name,新地,ja,新地
stops,stop_name,新地,en,Shinchi
stops,stop_name,坂元,ja,坂元
stops,stop_name,坂元,en,Sakamoto
stops,stop_name,山下,ja,山下
stops,stop_name,山下,en,Yamashita
stops,stop_name,浜吉田,ja,浜吉田
stops,stop_name,浜吉田,en,Hamayoshida
stops,stop_name,亘理,ja,亘理
stops,stop_name,亘理,en,Watari
stops,stop_name,逢隈,ja,逢隈
stops,stop_name,逢隈,en,Okuma
stops,stop_name,岩沼,ja,岩沼
stops,stop_name,岩沼,en,Iwanuma
stops,stop_name,館腰,ja,館腰
stops,stop_name,館腰,en,Tatekoshi
stops,stop_name,名取,ja,名取
stops,stop_name,名取,en,Natori
stops,stop_name,南仙台,ja,南仙台
stops,stop_name,南仙台,en,Minami-Sendai
stops,stop_name,太子堂,ja,太子堂
stops,stop_name,太子堂,en,Taishido
stops,stop_name,長町,ja,長町
stops,stop_name,長町,en,Nagamachi
stops,stop_name,仙台,ja,仙台
stops,stop_name,仙台,en,Sendai
stops,stop_name,綾瀬,ja,綾瀬
stops,stop_name,綾瀬,en,Ayase
stops,stop_name,亀有,ja,亀有
stops,stop_name,亀有,en,Kameari
stops,stop_name,金町,ja,金町
stops,stop_name,金町,en,Kanamachi
stops,stop_name,松戸,ja,松戸
stops,stop_name,松戸,en,Matsudo
stops,stop_name,北松戸,ja,北松戸
stops,stop_name,北松戸,en,Kita-Matsudo
stops,stop_name,馬橋,ja,馬橋
stops,stop_name,馬橋,en,Mabashi
stops,stop_name,新松戸,ja,新松戸
stops,stop_name,新松戸,en,Shim-Matsudo
stops,stop_name,北小金,ja,北小金
stops,stop_name,北小金,en,Kita-Kogane
stops,stop_name,南柏,ja,南柏
stops,stop_name,南柏,en,Minami-Kashiwa
stops,stop_name,柏,ja,柏
stops,stop_name,柏,en,Kashiwa
stops,stop_name,北柏,ja,北柏
stops,stop_name,北柏,en,Kita-Kashiwa
stops,stop_name,我孫子,ja,我孫子
stops,stop_name,我孫子,en,Abiko
stops,stop_name,天王台,ja,天王台
stops,stop_name,天王台,en,Tennodai
stops,stop_name,品川,ja,品川
stops,stop_name,品川,en,Shinagawa
stops,stop_name,新橋,ja,新橋
stops,stop_name,新橋,en,Shimbashi
stops,stop_name,上野,ja,上野
stops,stop_name,上野,en,Ueno
stops,stop_name,日暮里,ja,日暮里
stops,stop_name,日暮里,en,Nippori
stops,stop_name,三河島,ja,三河島
stops,stop_name,三河島,en,Mikawashima
stops,stop_name,南千住,ja,南千住
stops,stop_name,南千住,en,Minami-Senju
stops,stop_name,北千住,ja,北千住
stops,stop_name,北千住,en,Kita-Senju
stops,stop_name,高崎問屋町,ja,高崎問屋町
stops,stop_name,高崎問屋町,en,Takasakitonyamachi
stops,stop_name,井野,ja,井野
stops,stop_name,井野,en,Ino
stops,stop_name,新前橋,ja,新前橋
stops,stop_name,新前橋,en,Shim-Maebashi
stops,stop_name,群馬総社,ja,群馬総社
stops,stop_name,群馬総社,en,Gumma-Soja
stops,stop_name,八木原,ja,八木原
stops,stop_name,八木原,en,Yagihara
stops,stop_name,敷島,ja,敷島
stops,stop_name,敷島,en,Shikishima
stops,stop_name,津久田,ja,津久田
stops,stop_name,津久田,en,Tsukuda
stops,stop_name,岩本,ja,岩本
stops,stop_name,岩本,en,Iwamoto
stops,stop_name,沼田,ja,沼田
stops,stop_name,沼田,en,Numata
stops,stop_name,後閑,ja,後閑
stops,stop_name,後閑,en,Gokan
stops,stop_name,上牧,ja,上牧
stops,stop_name,上牧,en,Kamimoku
stops,stop_name,水上,ja,水上
stops,stop_name,水上,en,Minakami
stops,stop_name,湯檜曽,ja,湯檜曽
stops,stop_name,湯檜曽,en,Yubiso
stops,stop_name,土合,ja,土合
stops,stop_name,土合,en,Doai
stops,stop_name,土樽,ja,土樽
stops,stop_name,土樽,en,Tsuchitaru
stops,stop_name,越後中里,ja,越後中里
stops,stop_name,越後中里,en,Echigo-Nakazato
stops,stop_name,岩原スキー場前,ja,岩原スキー場前
stops,stop_name,岩原スキー場前,en,Iwappara Skiing Ground
stops,stop_name,越後湯沢,ja,越後湯沢
stops,stop_name,越後湯沢,en,Echigo-Yuzawa
stops,stop_name,石打,ja,石打
stops,stop_name,石打,en,Ishiuchi
stops,stop_name,大沢,ja,大沢
stops,stop_name,大沢,en,Osawa
stops,stop_name,上越国際スキー場前,ja,上越国際スキー場前
stops,stop_name,上越国際スキー場前,en,Joetsu International Skiing Ground
stops,stop_name,塩沢,ja,塩沢
stops,stop_name,塩沢,en,Shiozawa
stops,stop_name,六日町,ja,六日町
stops,stop_name,六日町,en,Muikamachi
stops,stop_name,五日町,ja,五日町
stops,stop_name,五日町,en,Itsukamachi
stops,stop_name,浦佐,ja,浦佐
stops,stop_name,浦佐,en,Urasa
stops,stop_name,八色,ja,八色
stops,stop_name,八色,en,Yairo
stops,stop_name,小出,ja,小出
stops,stop_name,小出,en,Koide
stops,stop_name,越後堀之内,ja,越後堀之内
stops,stop_name,越後堀之内,en,Echigo-Horinouchi
stops,stop_name,北堀之内,ja,北堀之内
stops,stop_name,北堀之内,en,Kita-Horinouchi
stops,stop_name,越後川口,ja,越後川口
stops,stop_name,越後川口,en,Echigo-Kawaguchi
stops,stop_name,小千谷,ja,小千谷
stops,stop_name,小千谷,en,Ojiya
stops,stop_name,越後滝谷,ja,越後滝谷
stops,stop_name,越後滝谷,en,Echigo-Takiya
stops,stop_name,宮内,ja,宮内
stops,stop_name,宮内,en,Miyauchi
stops,stop_name,長岡,ja,長岡
stops,stop_name,長岡,en,Nagaoka
stops,stop_name,佐原,ja,佐原
stops,stop_name,佐原,en,Sawara
stops,stop_name,香取,ja,香取
stops,stop_name,香取,en,Katori
stops,stop_name,十二橋,ja,十二橋
stops,stop_name,十二橋,en,Junikyo
stops,stop_name,潮来,ja,潮来
stops,stop_name,潮来,en,Itako
stops,stop_name,延方,ja,延方
stops,stop_name,延方,en,Nobukata
stops,stop_name,鹿島神宮,ja,鹿島神宮
stops,stop_name,鹿島神宮,en,Kashimajingu
stops,stop_name,鹿島サッカースタジアム,ja,鹿島サッカースタジアム
stops,stop_name,鹿島サッカースタジアム,en,Kashima Soccer Stadium
stops,stop_name,川越,ja,川越
stops,stop_name,川越,en,Kawagoe
stops,stop_name,西川越,ja,西川越
stops,stop_name,西川越,en,Nishi-Kawagoe
stops,stop_name,的場,ja,的場
stops,stop_name,的場,en,Matoba
stops,stop_name,笠幡,ja,笠幡
stops,stop_name,笠幡,en,Kasahata
stops,stop_name,武蔵高萩,ja,武蔵高萩
stops,stop_name,武蔵高萩,en,Musashi-Takahagi
stops,stop_name,大宮,ja,大宮
stops,stop_name,大宮,en,Omiya
stops,stop_name,さいたま新都心,ja,さいたま新都心
stops,stop_name,さいたま新都心,en,Saitama-Shintoshin
stops,stop_name,与野,ja,与野
stops,stop_name,与野,en,Yono
stops,stop_name,北浦和,ja,北浦和
stops,stop_name,北浦和,en,Kita-Urawa
stops,stop_name,浦和,ja,浦和
stops,stop_name,浦和,en,Urawa
stops,stop_name,南浦和,ja,南浦和
stops,stop_name,南浦和,en,Minami-Urawa
stops,stop_name,蕨,ja,蕨
stops,stop_name,蕨,en,Warabi
stops,stop_name,西川口,ja,西川口
stops,stop_name,西川口,en,Nishi-Kawaguchi
stops,stop_name,川口,ja,川口
stops,stop_name,川口,en,Kawaguchi
stops,stop_name,赤羽,ja,赤羽
stops,stop_name,赤羽,en,Akabane
stops,stop_name,東十条,ja,東十条
stops,stop_name,東十条,en,Higashi-Jujo
stops,stop_name,王子,ja,王子
stops,stop_name,王子,en,Oji
stops,stop_name,上中里,ja,上中里
stops,stop_name,上中里,en,Kami-Nakazato
stops,stop_name,田端,ja,田端
stops,stop_name,田端,en,Tabata
stops,stop_name,西日暮里,ja,西日暮里
stops,stop_name,西日暮里,en,Nishi-Nippori
stops,stop_name,鶯谷,ja,鶯谷
stops,stop_name,鶯谷,en,Uguisudani
stops,stop_name,御徒町,ja,御徒町
stops,stop_name,御徒町,en,Okachimachi
stops,stop_name,有楽町,ja,有楽町
stops,stop_name,有楽町,en,Yurakucho
stops,stop_name,浜松町,ja,浜松町
stops,stop_name,浜松町,en,Hamamatsucho
stops,stop_name,田町,ja,田町
stops,stop_name,田町,en,Tamachi
stops,stop_name,高輪ゲートウェイ,ja,高輪ゲートウェイ
stops,stop_name,高輪ゲートウェイ,en,Takanawa Gateway
stops,stop_name,大井町,ja,大井町
stops,stop_name,大井町,en,Oimachi
stops,stop_name,大森,ja,大森
stops,stop_name,大森,en,Omori
stops,stop_name,蒲田,ja,蒲田
stops,stop_name,蒲田,en,Kamata
stops,stop_name,川崎,ja,川崎
stops,stop_name,川崎,en,Kawasaki
stops,stop_name,鶴見,ja,鶴見
stops,stop_name,鶴見,en,Tsurumi
stops,stop_name,新子安,ja,新子安
stops,stop_name,新子安,en,Shin-Koyasu
stops,stop_name,東神奈川,ja,東神奈川
stops,stop_name,東神奈川,en,Higashi-Kanagawa
stops,stop_name,横浜,ja,横浜
stops,stop_name,横浜,en,Yokohama
stops,stop_name,桜木町,ja,桜木町
stops,stop_name,桜木町,en,Sakuragicho
stops,stop_name,関内,ja,関内
stops,stop_name,関内,en,Kannai
stops,stop_name,石川町,ja,石川町
stops,stop_name,石川町,en,Ishikawacho
stops,stop_name,山手,ja,山手
stops,stop_name,山手,en,Yamate
stops,stop_name,根岸,ja,根岸
stops,stop_name,根岸,en,Negishi
stops,stop_name,磯子,ja,磯子
stops,stop_name,磯子,en,Isogo
stops,stop_name,新杉田,ja,新杉田
stops,stop_name,新杉田,en,Shin-Sugita
stops,stop_name,洋光台,ja,洋光台
stops,stop_name,洋光台,en,Yokodai
stops,stop_name,港南台,ja,港南台
stops,stop_name,港南台,en,Konandai
stops,stop_name,本郷台,ja,本郷台
stops,stop_name,本郷台,en,Hongodai
stops,stop_name,大船,ja,大船
stops,stop_name,大船,en,Ofuna
stops,stop_name,八丁堀,ja,八丁堀
stops,stop_name,八丁堀,en,Hatchobori
stops,stop_name,越中島,ja,越中島
stops,stop_name,越中島,en,Etchujima
stops,stop_name,潮見,ja,潮見
stops,stop_name,潮見,en,Shiomi
stops,stop_name,新木場,ja,新木場
stops,stop_name,新木場,en,Shin-Kiba
stops,stop_name,葛西臨海公園,ja,葛西臨海公園
stops,stop_name,葛西臨海公園,en,Kasai-Rinkai Park
stops,stop_name,舞浜,ja,舞浜
